x-axis,1
second,Volt
-99.8000E-03,
-99.7000E-03,
-99.6000E-03,+355.5E-06
-99.5000E-03,+958.5E-06
-99.4000E-03,+757.5E-06
-99.3000E-03,-2.2073E-03
-99.2000E-03,-850.5E-06
-99.1000E-03,+305.3E-06
-99.0000E-03,-297.7E-06
-98.9000E-03,-1.4535E-03
-98.8000E-03,+606.8E-06
-98.7000E-03,-900.8E-06
-98.6000E-03,+1.0088E-03
-98.5000E-03,+405.8E-06
-98.4000E-03,+204.8E-06
-98.3000E-03,+305.3E-06
-98.2000E-03,-900.8E-06
-98.1000E-03,+1.0590E-03
-98.0000E-03,-2.5590E-03
-97.9000E-03,+104.3E-06
-97.8000E-03,+556.5E-06
-97.7000E-03,-1.4033E-03
-97.6000E-03,+1.0590E-03
-97.5000E-03,-2.2575E-03
-97.4000E-03,-1.9058E-03
-97.3000E-03,-1.9560E-03
-97.2000E-03,+908.3E-06
-97.1000E-03,-1.5038E-03
-97.0000E-03,-1.7550E-03
-96.9000E-03,-2.6093E-03
-96.8000E-03,-1.8555E-03
-96.7000E-03,-850.5E-06
-96.6000E-03,-348.0E-06
-96.5000E-03,+1.1093E-03
-96.4000E-03,+858.0E-06
-96.3000E-03,-2.8103E-03
-96.2000E-03,-147.0E-06
-96.1000E-03,-2.2073E-03
-96.0000E-03,-3.0113E-03
-95.9000E-03,-96.7E-06
-95.8000E-03,-1.4033E-03
-95.7000E-03,-850.5E-06
-95.6000E-03,-1.3028E-03
-95.5000E-03,-448.5E-06
-95.4000E-03,+1.7123E-03
-95.3000E-03,-297.7E-06
-95.2000E-03,+2.4661E-03
-95.1000E-03,+1.4108E-03
-95.0000E-03,-599.2E-06
-94.9000E-03,+54.0E-06
-94.8000E-03,-46.5E-06
-94.7000E-03,+2.4661E-03
-94.6000E-03,-1.8053E-03
-94.5000E-03,-96.7E-06
-94.4000E-03,-1.7048E-03
-94.3000E-03,+3.8E-06
-94.2000E-03,+54.0E-06
-94.1000E-03,-2.0565E-03
-94.0000E-03,+305.3E-06
-93.9000E-03,+2.1646E-03
-93.8000E-03,-2.9611E-03
-93.7000E-03,-1.5038E-03
-93.6000E-03,+606.8E-06
-93.5000E-03,-549.0E-06
-93.4000E-03,-1.5038E-03
-93.3000E-03,-649.5E-06
-93.2000E-03,-1.4535E-03
-93.1000E-03,+104.3E-06
-93.0000E-03,-699.7E-06
-92.9000E-03,-398.2E-06
-92.8000E-03,+1.1595E-03
-92.7000E-03,-2.7098E-03
-92.6000E-03,-2.3078E-03
-92.5000E-03,+858.0E-06
-92.4000E-03,-96.7E-06
-92.3000E-03,-1.3028E-03
-92.2000E-03,+606.8E-06
-92.1000E-03,-549.0E-06
-92.0000E-03,-1.0013E-03
-91.9000E-03,-297.7E-06
-91.8000E-03,-1.2023E-03
-91.7000E-03,+1.0590E-03
-91.6000E-03,-800.3E-06
-91.5000E-03,+1.9133E-03
-91.4000E-03,+1.0088E-03
-91.3000E-03,+2.0641E-03
-91.2000E-03,-2.6595E-03
-91.1000E-03,+1.2601E-03
-91.0000E-03,-1.3028E-03
-90.9000E-03,+2.2148E-03
-90.8000E-03,+1.6621E-03
-90.7000E-03,+707.3E-06
-90.6000E-03,-1.1018E-03
-90.5000E-03,-1.9560E-03
-90.4000E-03,+3.8E-06
-90.3000E-03,-1.7550E-03
-90.2000E-03,-2.7601E-03
-90.1000E-03,+707.3E-06
-90.0000E-03,-2.2575E-03
-89.9000E-03,-197.2E-06
-89.8000E-03,-1.1520E-03
-89.7000E-03,+405.8E-06
-89.6000E-03,+556.5E-06
-89.5000E-03,+1.7626E-03
-89.4000E-03,-3.8153E-03
-89.3000E-03,+606.8E-06
-89.2000E-03,-800.3E-06
-89.1000E-03,+757.5E-06
-89.0000E-03,-1.5038E-03
-88.9000E-03,-46.5E-06
-88.8000E-03,-1.3530E-03
-88.7000E-03,+255.0E-06
-88.6000E-03,-398.2E-06
-88.5000E-03,-1.4535E-03
-88.4000E-03,-96.7E-06
-88.3000E-03,-2.0565E-03
-88.2000E-03,-649.5E-06
-88.1000E-03,-1.6545E-03
-88.0000E-03,+305.3E-06
-87.9000E-03,-1.8555E-03
-87.8000E-03,-951.0E-06
-87.7000E-03,-1.5038E-03
-87.6000E-03,-900.8E-06
-87.5000E-03,-1.0515E-03
-87.4000E-03,-2.0565E-03
-87.3000E-03,+1.9133E-03
-87.2000E-03,-147.0E-06
-87.1000E-03,-599.2E-06
-87.0000E-03,+657.0E-06
-86.9000E-03,-699.7E-06
-86.8000E-03,-1.4033E-03
-86.7000E-03,+606.8E-06
-86.6000E-03,-1.9058E-03
-86.5000E-03,-800.3E-06
-86.4000E-03,-549.0E-06
-86.3000E-03,+1.3103E-03
-86.2000E-03,-951.0E-06
-86.1000E-03,+1.3103E-03
-86.0000E-03,+2.2148E-03
-85.9000E-03,-1.6043E-03
-85.8000E-03,+1.1093E-03
-85.7000E-03,+1.9133E-03
-85.6000E-03,+1.3103E-03
-85.5000E-03,+807.8E-06
-85.4000E-03,-2.5088E-03
-85.3000E-03,+2.4158E-03
-85.2000E-03,-448.5E-06
-85.1000E-03,-398.2E-06
-85.0000E-03,-1.0515E-03
-84.9000E-03,+1.6118E-03
-84.8000E-03,-1.4535E-03
-84.7000E-03,+355.5E-06
-84.6000E-03,+556.5E-06
-84.5000E-03,+54.0E-06
-84.4000E-03,-448.5E-06
-84.3000E-03,+2.1646E-03
-84.2000E-03,+1.1093E-03
-84.1000E-03,-1.5540E-03
-84.0000E-03,-498.7E-06
-83.9000E-03,-549.0E-06
-83.8000E-03,-1.7550E-03
-83.7000E-03,+657.0E-06
-83.6000E-03,-1.9058E-03
-83.5000E-03,+456.0E-06
-83.4000E-03,+858.0E-06
-83.3000E-03,-1.2023E-03
-83.2000E-03,-1.1520E-03
-83.1000E-03,+707.3E-06
-83.0000E-03,+54.0E-06
-82.9000E-03,+1.5616E-03
-82.8000E-03,-1.0515E-03
-82.7000E-03,+2.4158E-03
-82.6000E-03,+305.3E-06
-82.5000E-03,+757.5E-06
-82.4000E-03,-1.0013E-03
-82.3000E-03,-1.3028E-03
-82.2000E-03,+1.0590E-03
-82.1000E-03,+305.3E-06
-82.0000E-03,-2.7098E-03
-81.9000E-03,-2.1570E-03
-81.8000E-03,+1.6621E-03
-81.7000E-03,+54.0E-06
-81.6000E-03,-1.9560E-03
-81.5000E-03,+305.3E-06
-81.4000E-03,-96.7E-06
-81.3000E-03,+255.0E-06
