time	V(n009)
9.427159674245995e-002	-1.002049e+001
9.436925299245995e-002	-1.002018e+001
9.446690924245994e-002	-1.001988e+001
9.456456549245994e-002	-1.001958e+001
9.466222174245993e-002	-1.001947e+001
9.475987799245993e-002	-1.002011e+001
9.485753424245992e-002	-1.002232e+001
9.495519049245992e-002	-1.002631e+001
9.505284674245991e-002	-1.003126e+001
9.515050299245990e-002	-1.003574e+001
9.524815924245990e-002	-1.003860e+001
9.534581549245989e-002	-1.003968e+001
9.544347174245989e-002	-1.003976e+001
9.554112799245988e-002	-1.003983e+001
9.563878424245988e-002	-1.004036e+001
9.573644049245987e-002	-1.004124e+001
9.583409674245987e-002	-1.004214e+001
9.593175299245986e-002	-1.004267e+001
9.602940924245985e-002	-1.004270e+001
9.612706549245985e-002	-1.004243e+001
9.622472174245984e-002	-1.004207e+001
9.632237799245984e-002	-1.004171e+001
9.642003424245983e-002	-1.004136e+001
9.651769049245983e-002	-1.004100e+001
9.681065924245981e-002	-1.003994e+001
9.710362799245979e-002	-1.003889e+001
9.739659674245978e-002	-1.003784e+001
9.768956549245976e-002	-1.003681e+001
9.788487799245975e-002	-1.003612e+001
9.808019049245974e-002	-1.003543e+001
9.827550299245973e-002	-1.003475e+001
9.837315924245972e-002	-1.003441e+001
9.847081549245972e-002	-1.003407e+001
9.856847174245971e-002	-1.003373e+001
9.866612799245970e-002	-1.003340e+001
9.876378424245970e-002	-1.003306e+001
9.886144049245969e-002	-1.003272e+001
9.895909674245969e-002	-1.003239e+001
9.905675299245968e-002	-1.003205e+001
9.915440924245968e-002	-1.003172e+001
9.925206549245967e-002	-1.003139e+001
9.934972174245967e-002	-1.003105e+001
9.944737799245966e-002	-1.003072e+001
9.954503424245965e-002	-1.003039e+001
9.964269049245965e-002	-1.003006e+001
9.974034674245964e-002	-1.002973e+001
9.983800299245964e-002	-1.002940e+001
9.993565924245963e-002	-1.002908e+001
1.000000000000000e-001	-1.002886e+001
