# time	V(n009)
9.554627103720703e-002	-9.941486e+000
9.564392728720703e-002	-9.942358e+000
9.574158353720702e-002	-9.943781e+000
9.583923978720702e-002	-9.945166e+000
9.593689603720701e-002	-9.945935e+000
9.603455228720700e-002	-9.945948e+000
9.613220853720700e-002	-9.945527e+000
9.622986478720699e-002	-9.945005e+000
9.632752103720699e-002	-9.944482e+000
9.642517728720698e-002	-9.943957e+000
9.652283353720698e-002	-9.943432e+000
9.681580228720696e-002	-9.941852e+000
9.710877103720694e-002	-9.940263e+000
9.740173978720693e-002	-9.938665e+000
9.769470853720691e-002	-9.937057e+000
9.789002103720690e-002	-9.935980e+000
9.808533353720689e-002	-9.934898e+000
9.828064603720688e-002	-9.933809e+000
9.837830228720687e-002	-9.933264e+000
9.847595853720687e-002	-9.932716e+000
9.857361478720686e-002	-9.932167e+000
9.867127103720685e-002	-9.931617e+000
9.876892728720685e-002	-9.931065e+000
9.886658353720684e-002	-9.930511e+000
9.896423978720684e-002	-9.929955e+000
9.906189603720683e-002	-9.929398e+000
9.915955228720683e-002	-9.928839e+000
9.925720853720682e-002	-9.928277e+000
9.935486478720682e-002	-9.927714e+000
9.945252103720681e-002	-9.927149e+000
9.955017728720680e-002	-9.926582e+000
9.964783353720680e-002	-9.926013e+000
9.974548978720679e-002	-9.925442e+000
9.984314603720679e-002	-9.924868e+000
9.994080228720678e-002	-9.924293e+000
1.000000000000000e-001	-9.923943e+000
