# time	V(rect_+)	V(rect_-)
8.339463307452126e-002	4.079142e-001	-4.079142e-001
8.344873909122473e-002	8.470340e-001	-8.470340e-001
8.354639534122473e-002	1.654009e+000	-1.654009e+000
8.364405159122472e-002	2.465855e+000	-2.465855e+000
8.374170784122471e-002	3.278078e+000	-3.278078e+000
8.383936409122471e-002	4.087525e+000	-4.087525e+000
8.393702034122470e-002	4.892106e+000	-4.892106e+000
8.403467659122470e-002	5.690497e+000	-5.690497e+000
8.413233284122469e-002	6.481479e+000	-6.481479e+000
8.422998909122469e-002	7.263850e+000	-7.263850e+000
8.432764534122468e-002	8.036455e+000	-8.036455e+000
8.442530159122468e-002	8.798182e+000	-8.798182e+000
8.452295784122467e-002	9.547950e+000	-9.547950e+000
8.462061409122466e-002	1.028470e+001	-1.028470e+001
8.471827034122466e-002	1.100742e+001	-1.100742e+001
8.481592659122465e-002	1.171508e+001	-1.171508e+001
8.491358284122465e-002	1.240673e+001	-1.240673e+001
8.501123909122464e-002	1.308139e+001	-1.308139e+001
8.520655159122463e-002	1.437611e+001	-1.437611e+001
8.540186409122462e-002	1.559214e+001	-1.559214e+001
8.559717659122461e-002	1.672282e+001	-1.672282e+001
8.589014534122459e-002	1.824545e+001	-1.824545e+001
8.618311409122458e-002	1.954359e+001	-1.954359e+001
8.647608284122456e-002	2.060136e+001	-2.060136e+001
8.676905159122454e-002	2.140580e+001	-2.140580e+001
8.706202034122453e-002	2.194707e+001	-2.194707e+001
8.735498909122451e-002	2.221854e+001	-2.221854e+001
8.764795784122449e-002	2.221690e+001	-2.221690e+001
8.794092659122448e-002	2.194217e+001	-2.194217e+001
8.823389534122446e-002	2.139771e+001	-2.139771e+001
8.852686409122444e-002	2.059017e+001	-2.059017e+001
8.881983284122443e-002	1.952943e+001	-1.952943e+001
8.911280159122441e-002	1.822850e+001	-1.822850e+001
8.940577034122439e-002	1.670329e+001	-1.670329e+001
8.969873909122438e-002	1.497252e+001	-1.497252e+001
8.999170784122436e-002	1.305745e+001	-1.305745e+001
9.028467659122434e-002	1.098170e+001	-1.098170e+001
9.057764534122433e-002	8.771008e+000	-8.771008e+000
9.087061409122431e-002	6.453198e+000	-6.453198e+000
9.116358284122429e-002	4.058613e+000	-4.058613e+000
9.145655159122428e-002	1.625347e+000	-1.625347e+000
9.155420784122427e-002	8.275866e-001	-8.275866e-001
9.165186409122426e-002	7.328763e-002	-7.328763e-002
9.166407112247427e-002	6.400027e-003	-6.400027e-003
9.166712288028676e-002	3.556264e-003	-3.556264e-003
9.167322639591176e-002	2.313977e-002	-2.313977e-002
9.168543342716176e-002	9.367718e-002	-9.367718e-002
9.170984748966177e-002	2.720520e-001	-2.720520e-001
9.175867561466176e-002	6.614472e-001	-6.614472e-001
9.185633186466176e-002	1.464023e+000	-1.464023e+000
9.214930061466174e-002	3.898650e+000	-3.898650e+000
9.244226936466173e-002	6.297446e+000	-6.297446e+000
9.273523811466171e-002	8.621472e+000	-8.621472e+000
9.302820686466169e-002	1.084034e+001	-1.084034e+001
9.332117561466168e-002	1.292609e+001	-1.292609e+001
9.361414436466166e-002	1.485284e+001	-1.485284e+001
9.390711311466164e-002	1.659682e+001	-1.659682e+001
9.420008186466163e-002	1.813661e+001	-1.813661e+001
9.449305061466161e-002	1.945331e+001	-1.945331e+001
9.478601936466159e-002	2.053079e+001	-2.053079e+001
9.507898811466158e-002	2.135586e+001	-2.135586e+001
9.537195686466156e-002	2.191843e+001	-2.191843e+001
9.566492561466154e-002	2.221162e+001	-2.221162e+001
9.595789436466153e-002	2.223183e+001	-2.223183e+001
9.625086311466151e-002	2.197883e+001	-2.197883e+001
9.654383186466149e-002	2.145571e+001	-2.145571e+001
9.683680061466148e-002	2.066886e+001	-2.066886e+001
9.712976936466146e-002	1.962791e+001	-1.962791e+001
9.742273811466144e-002	1.834561e+001	-1.834561e+001
9.771570686466143e-002	1.683766e+001	-1.683766e+001
9.791101936466141e-002	1.571602e+001	-1.571602e+001
9.810633186466140e-002	1.450839e+001	-1.450839e+001
9.830164436466139e-002	1.322136e+001	-1.322136e+001
9.839930061466139e-002	1.255027e+001	-1.255027e+001
9.849695686466138e-002	1.186200e+001	-1.186200e+001
9.859461311466138e-002	1.115752e+001	-1.115752e+001
9.869226936466137e-002	1.043779e+001	-1.043779e+001
9.878992561466136e-002	9.703814e+000	-9.703814e+000
9.888758186466136e-002	8.956611e+000	-8.956611e+000
9.898523811466135e-002	8.197231e+000	-8.197231e+000
9.908289436466135e-002	7.426752e+000	-7.426752e+000
9.918055061466134e-002	6.646277e+000	-6.646277e+000
9.927820686466134e-002	5.856952e+000	-5.856952e+000
9.937586311466133e-002	5.059971e+000	-5.059971e+000
9.947351936466133e-002	4.256604e+000	-4.256604e+000
9.957117561466132e-002	3.448257e+000	-3.448257e+000
9.966883186466131e-002	2.636618e+000	-2.636618e+000
9.976648811466131e-002	1.824118e+000	-1.824118e+000
9.986414436466130e-002	1.018201e+000	-1.018201e+000
9.996180061466130e-002	2.544469e-001	-2.544469e-001
1.000000000000000e-001	-4.541759e-008	4.541817e-008
