time	V(rect_+)	V(rect_-)
6.611270291816976e-002	2.082477e+001	-2.069056e+001
6.621035916816975e-002	2.079809e+001	-2.066054e+001
6.630801541816975e-002	2.077148e+001	-2.063060e+001
6.640567166816974e-002	2.074493e+001	-2.060074e+001
6.650332791816974e-002	2.071845e+001	-2.057096e+001
6.660098416816973e-002	2.069202e+001	-2.054127e+001
6.669864041816973e-002	2.066566e+001	-2.051166e+001
6.679629666816972e-002	2.063936e+001	-2.048212e+001
6.689395291816971e-002	2.061313e+001	-2.045267e+001
6.699160916816971e-002	2.058695e+001	-2.042330e+001
6.708926541816970e-002	2.056084e+001	-2.039401e+001
6.718692166816970e-002	2.053479e+001	-2.036480e+001
6.728457791816969e-002	2.050879e+001	-2.033567e+001
6.738223416816969e-002	2.048286e+001	-2.030661e+001
6.747989041816968e-002	2.045700e+001	-2.027764e+001
6.757754666816968e-002	2.043119e+001	-2.024875e+001
6.767520291816967e-002	2.040544e+001	-2.021993e+001
6.777285916816966e-002	2.037975e+001	-2.019119e+001
6.787051541816966e-002	2.035412e+001	-2.016253e+001
6.796817166816965e-002	2.032855e+001	-2.013395e+001
6.806582791816965e-002	2.030305e+001	-2.010545e+001
6.816348416816964e-002	2.027760e+001	-2.007703e+001
6.826114041816964e-002	2.025220e+001	-2.004868e+001
6.835879666816963e-002	2.022687e+001	-2.002041e+001
6.855410916816962e-002	2.017638e+001	-1.996409e+001
6.874942166816961e-002	2.012613e+001	-1.990809e+001
6.894473416816960e-002	2.007610e+001	-1.985239e+001
6.923770291816958e-002	2.000149e+001	-1.976940e+001
6.943301541816957e-002	1.995202e+001	-1.971445e+001
6.953067166816956e-002	1.992738e+001	-1.968710e+001
6.962832791816956e-002	1.990279e+001	-1.966508e+001
6.972598416816955e-002	1.988686e+001	-1.968300e+001
6.982364041816955e-002	1.992010e+001	-1.981277e+001
6.992129666816954e-002	2.007937e+001	-2.009693e+001
7.001895291816954e-002	2.041611e+001	-2.048735e+001
7.011660916816953e-002	2.086884e+001	-2.088882e+001
7.021426541816953e-002	2.127472e+001	-2.122674e+001
7.031192166816952e-002	2.150546e+001	-2.145415e+001
7.040957791816951e-002	2.157038e+001	-2.155440e+001
7.050723416816951e-002	2.156531e+001	-2.156993e+001
7.060489041816950e-002	2.156870e+001	-2.157704e+001
7.070254666816950e-002	2.161103e+001	-2.161667e+001
7.080020291816949e-002	2.168389e+001	-2.168191e+001
7.089785916816949e-002	2.175130e+001	-2.174453e+001
7.099551541816948e-002	2.178119e+001	-2.177517e+001
7.109317166816948e-002	2.177305e+001	-2.176727e+001
7.119082791816947e-002	2.174731e+001	-2.173867e+001
7.128848416816946e-002	2.171845e+001	-2.170579e+001
7.138614041816946e-002	2.168965e+001	-2.167299e+001
7.148379666816945e-002	2.166092e+001	-2.164028e+001
7.177676541816944e-002	2.157513e+001	-2.154269e+001
7.206973416816942e-002	2.148996e+001	-2.144589e+001
7.236270291816940e-002	2.140539e+001	-2.134989e+001
7.265567166816939e-002	2.132143e+001	-2.125467e+001
7.294864041816937e-002	2.123806e+001	-2.116024e+001
7.324160916816935e-002	2.115529e+001	-2.106658e+001
7.353457791816934e-002	2.107311e+001	-2.097369e+001
7.382754666816932e-002	2.099151e+001	-2.088156e+001
7.412051541816930e-002	2.091050e+001	-2.079018e+001
7.441348416816929e-002	2.083006e+001	-2.069954e+001
7.470645291816927e-002	2.075018e+001	-2.060965e+001
7.499942166816925e-002	2.067088e+001	-2.052050e+001
7.529239041816924e-002	2.059213e+001	-2.043207e+001
7.558535916816922e-002	2.051394e+001	-2.034436e+001
7.587832791816920e-002	2.043629e+001	-2.025737e+001
7.617129666816919e-002	2.035919e+001	-2.017109e+001
7.646426541816917e-002	2.028263e+001	-2.008551e+001
7.675723416816915e-002	2.020660e+001	-2.000063e+001
7.705020291816914e-002	2.013109e+001	-1.991644e+001
7.734317166816912e-002	2.005610e+001	-1.983293e+001
7.763614041816910e-002	1.998162e+001	-1.975010e+001
7.773379666816910e-002	1.995691e+001	-1.972264e+001
7.783145291816909e-002	1.993225e+001	-1.969525e+001
7.792910916816909e-002	1.990765e+001	-1.967026e+001
7.802676541816908e-002	1.988642e+001	-1.967116e+001
7.812442166816908e-002	1.989433e+001	-1.976081e+001
7.822207791816907e-002	2.000228e+001	-1.999566e+001
7.831973416816906e-002	2.028603e+001	-2.035529e+001
7.841739041816906e-002	2.072295e+001	-2.075828e+001
7.851504666816905e-002	2.116479e+001	-2.112634e+001
7.861270291816905e-002	2.145539e+001	-2.140115e+001
7.871035916816904e-002	2.156158e+001	-2.154715e+001
7.880801541816904e-002	2.156820e+001	-2.158411e+001
7.890567166816903e-002	2.157005e+001	-2.158309e+001
7.900332791816903e-002	2.160519e+001	-2.160451e+001
7.910098416816902e-002	2.166804e+001	-2.166161e+001
7.919864041816901e-002	2.173407e+001	-2.173048e+001
7.929629666816901e-002	2.177428e+001	-2.177448e+001
7.939395291816900e-002	2.177653e+001	-2.177646e+001
7.949160916816900e-002	2.175421e+001	-2.175081e+001
7.958926541816899e-002	2.172548e+001	-2.171804e+001
7.968692166816899e-002	2.169666e+001	-2.168521e+001
7.978457791816898e-002	2.166791e+001	-2.165246e+001
8.007754666816896e-002	2.158207e+001	-2.155477e+001
8.037051541816895e-002	2.149685e+001	-2.145787e+001
8.066348416816893e-002	2.141223e+001	-2.136177e+001
8.095645291816891e-002	2.132822e+001	-2.126646e+001
8.115176541816890e-002	2.127254e+001	-2.120335e+001
8.134707791816889e-002	2.121713e+001	-2.114059e+001
8.154239041816888e-002	2.116199e+001	-2.107817e+001
8.164004666816888e-002	2.113451e+001	-2.104709e+001
8.173770291816887e-002	2.110710e+001	-2.101610e+001
8.183535916816886e-002	2.107976e+001	-2.098519e+001
8.193301541816886e-002	2.105248e+001	-2.095436e+001
8.203067166816885e-002	2.102526e+001	-2.092362e+001
8.212832791816885e-002	2.099811e+001	-2.089296e+001
8.222598416816884e-002	2.097103e+001	-2.086238e+001
8.232364041816884e-002	2.094401e+001	-2.083189e+001
8.242129666816883e-002	2.091705e+001	-2.080149e+001
8.251895291816883e-002	2.089016e+001	-2.077116e+001
8.261660916816882e-002	2.086333e+001	-2.074092e+001
8.271426541816881e-002	2.083656e+001	-2.071076e+001
8.281192166816881e-002	2.080986e+001	-2.068069e+001
8.290957791816880e-002	2.078322e+001	-2.065069e+001
8.300723416816880e-002	2.075664e+001	-2.062078e+001
8.310489041816879e-002	2.073013e+001	-2.059095e+001
8.320254666816879e-002	2.070368e+001	-2.056120e+001
8.330020291816878e-002	2.067729e+001	-2.053153e+001
8.339785916816878e-002	2.065096e+001	-2.050195e+001
8.349551541816877e-002	2.062470e+001	-2.047244e+001
8.359317166816876e-002	2.059850e+001	-2.044302e+001
8.369082791816876e-002	2.057236e+001	-2.041367e+001
8.378848416816875e-002	2.054628e+001	-2.038441e+001
8.388614041816875e-002	2.052026e+001	-2.035522e+001
8.398379666816874e-002	2.049430e+001	-2.032611e+001
8.408145291816874e-002	2.046841e+001	-2.029709e+001
8.417910916816873e-002	2.044257e+001	-2.026814e+001
8.427676541816873e-002	2.041680e+001	-2.023927e+001
8.437442166816872e-002	2.039108e+001	-2.021048e+001
8.447207791816871e-002	2.036543e+001	-2.018177e+001
8.456973416816871e-002	2.033983e+001	-2.015314e+001
8.466739041816870e-002	2.031430e+001	-2.012458e+001
8.476504666816870e-002	2.028882e+001	-2.009610e+001
8.486270291816869e-002	2.026340e+001	-2.006771e+001
8.496035916816869e-002	2.023805e+001	-2.003938e+001
8.505801541816868e-002	2.021275e+001	-2.001114e+001
8.525332791816867e-002	2.016233e+001	-1.995487e+001
8.544864041816866e-002	2.011213e+001	-1.989892e+001
8.564395291816865e-002	2.006217e+001	-1.984327e+001
8.593692166816863e-002	1.998765e+001	-1.976035e+001
8.613223416816862e-002	1.993825e+001	-1.970545e+001
8.622989041816861e-002	1.991363e+001	-1.967871e+001
8.632754666816861e-002	1.988928e+001	-1.966503e+001
8.642520291816860e-002	1.987990e+001	-1.971274e+001
8.652285916816860e-002	1.994405e+001	-1.989048e+001
8.662051541816859e-002	2.016603e+001	-2.021375e+001
8.671817166816859e-002	2.056266e+001	-2.061716e+001
8.681582791816858e-002	2.102220e+001	-2.101067e+001
8.691348416816858e-002	2.137611e+001	-2.132377e+001
8.701114041816857e-002	2.154160e+001	-2.151076e+001
8.710879666816856e-002	2.157267e+001	-2.157185e+001
8.720645291816856e-002	2.156865e+001	-2.157015e+001
8.730410916816855e-002	2.158429e+001	-2.158230e+001
8.740176541816855e-002	2.163302e+001	-2.163469e+001
8.749942166816854e-002	2.170350e+001	-2.170553e+001
8.759707791816854e-002	2.176160e+001	-2.175934e+001
8.769473416816853e-002	2.177979e+001	-2.177366e+001
8.779239041816853e-002	2.176418e+001	-2.175485e+001
8.789004666816852e-002	2.173653e+001	-2.172352e+001
8.798770291816851e-002	2.170770e+001	-2.169069e+001
8.808535916816851e-002	2.167892e+001	-2.165793e+001
8.828067166816850e-002	2.162158e+001	-2.159268e+001
8.857364041816848e-002	2.153607e+001	-2.149548e+001
8.886660916816846e-002	2.145118e+001	-2.139907e+001
8.915957791816845e-002	2.136689e+001	-2.130345e+001
8.945254666816843e-002	2.128320e+001	-2.120862e+001
8.974551541816841e-002	2.120011e+001	-2.111456e+001
9.003848416816840e-002	2.111761e+001	-2.102127e+001
9.033145291816838e-002	2.103569e+001	-2.092875e+001
9.062442166816837e-002	2.095436e+001	-2.083699e+001
9.091739041816835e-002	2.087361e+001	-2.074597e+001
9.121035916816833e-002	2.079343e+001	-2.065570e+001
9.150332791816832e-002	2.071382e+001	-2.056617e+001
9.179629666816830e-002	2.063476e+001	-2.047737e+001
9.208926541816828e-002	2.055627e+001	-2.038929e+001
9.238223416816827e-002	2.047833e+001	-2.030194e+001
9.267520291816825e-002	2.040094e+001	-2.021529e+001
9.296817166816823e-002	2.032408e+001	-2.012935e+001
9.326114041816822e-002	2.024776e+001	-2.004411e+001
9.335879666816821e-002	2.022244e+001	-2.001585e+001
9.365176541816819e-002	2.014683e+001	-1.993154e+001
9.394473416816818e-002	2.007173e+001	-1.984791e+001
9.423770291816816e-002	1.999715e+001	-1.976495e+001
9.443301541816815e-002	1.994770e+001	-1.971003e+001
9.453067166816814e-002	1.992307e+001	-1.968269e+001
9.462832791816814e-002	1.989849e+001	-1.966112e+001
9.472598416816813e-002	1.988298e+001	-1.968101e+001
9.482364041816813e-002	1.991843e+001	-1.981449e+001
9.492129666816812e-002	2.008255e+001	-2.010248e+001
9.501895291816812e-002	2.042467e+001	-2.049524e+001
9.511660916816811e-002	2.087952e+001	-2.089739e+001
9.521426541816810e-002	2.128309e+001	-2.123450e+001
9.531192166816810e-002	2.150979e+001	-2.145960e+001
9.540957791816809e-002	2.157231e+001	-2.155709e+001
9.550723416816809e-002	2.156710e+001	-2.157129e+001
9.560489041816808e-002	2.157136e+001	-2.157925e+001
9.570254666816808e-002	2.161495e+001	-2.162086e+001
9.580020291816807e-002	2.168929e+001	-2.168772e+001
9.589785916816807e-002	2.175771e+001	-2.175090e+001
9.599551541816806e-002	2.178770e+001	-2.178131e+001
9.609317166816805e-002	2.177931e+001	-2.177306e+001
9.619082791816805e-002	2.175346e+001	-2.174435e+001
9.628848416816804e-002	2.172458e+001	-2.171145e+001
9.638614041816804e-002	2.169576e+001	-2.167864e+001
9.648379666816803e-002	2.166702e+001	-2.164591e+001
9.677676541816802e-002	2.158119e+001	-2.154827e+001
9.706973416816800e-002	2.149597e+001	-2.145143e+001
9.736270291816798e-002	2.141136e+001	-2.135538e+001
9.765567166816797e-002	2.132735e+001	-2.126012e+001
9.785098416816795e-002	2.127168e+001	-2.119705e+001
9.804629666816794e-002	2.121628e+001	-2.113433e+001
9.824160916816793e-002	2.116113e+001	-2.107194e+001
9.833926541816793e-002	2.113366e+001	-2.104088e+001
9.843692166816792e-002	2.110625e+001	-2.100990e+001
9.853457791816792e-002	2.107891e+001	-2.097900e+001
9.863223416816791e-002	2.105163e+001	-2.094819e+001
9.872989041816790e-002	2.102442e+001	-2.091747e+001
9.882754666816790e-002	2.099727e+001	-2.088683e+001
9.892520291816789e-002	2.097019e+001	-2.085627e+001
9.902285916816789e-002	2.094317e+001	-2.082580e+001
9.912051541816788e-002	2.091622e+001	-2.079540e+001
9.921817166816788e-002	2.088932e+001	-2.076510e+001
9.931582791816787e-002	2.086250e+001	-2.073487e+001
9.941348416816787e-002	2.083573e+001	-2.070473e+001
9.951114041816786e-002	2.080903e+001	-2.067467e+001
9.960879666816785e-002	2.078239e+001	-2.064469e+001
9.970645291816785e-002	2.075582e+001	-2.061480e+001
9.980410916816784e-002	2.072931e+001	-2.058498e+001
9.990176541816784e-002	2.070286e+001	-2.055525e+001
9.999942166816783e-002	2.067646e+001	-2.052558e+001
1.000000000000000e-001	2.067630e+001	-2.052540e+001
